id,name,manufacturer,pack,weight,height,width,length,cost
298,Tiny Generic White Post It Notes,Offices-R-Us,53,84.8,0.5,0.3,0.4,16.3
299,Duck Lake Medium Red Generic Ink Pens,Duck Lake,930,8928,3,1.8,2.4,219.56
300,Brown Tiny Generic Ink Pens by WizBang,WizBang,420,2688,2,1.2,1.6,140.69
301,White Medium High Quality Paperclips by Deep Office Supplies,Deep Office Supplies,790,3792,1.5,0.9,1.2,217.47
302,Duck Lake Pink High Quality Medium Pencils,Duck Lake,280,2240,2.5,1.5,2,134.55
303,Pink Large Generic Tablets by WizBang,WizBang,680,8704,4,2.4,3.2,563.84
304,Duck Lake Brown Medium High Quality Stapler,Duck Lake,6,86.4,4.5,2.7,3.6,56.96
305,Blue Medium Post It Notes by Deep Office Supplies,Deep Office Supplies,41,131.2,1,0.6,0.8,10.57
306,Pink Medium Generic Paperweights,Offices-R-Us,7,89.6,4,2.4,3.2,27.26
307,Medium High Quality Brown Post It Notes by WizBang,WizBang,44,140.8,1,0.6,0.8,16.68
308,High Quality Tiny Thumbtacks,Offices-R-Us,380,1216,1,0.6,0.8,26.83
309,White Large High Quality Post It Notes by Deep Office Supplies,Deep Office Supplies,54,259.2,1.5,0.9,1.2,29.54
310,High Quality Brown Tiny Pencils,6% Solution,220,1056,1.5,0.9,1.2,60.89
311,Blue High Quality Small Pencils by WizBang,WizBang,160,1024,2,1.2,1.6,47.35
312,Duck Lake High Quality Black Paperweights,Duck Lake,2,22.4,3.5,2.1,2.8,8.63
313,Generic Brown Ink Pens,6% Solution,620,3968,2,1.2,1.6,187.26
314,Medium Generic White Ink Pens by WizBang,WizBang,530,5088,3,1.8,2.4,246.13
315,Duck Lake Generic Red Tablets,Duck Lake,920,10304,3.5,2.1,2.8,492.03
316,Generic Medium Blue Paperweights by WizBang,WizBang,6,76.8,4,2.4,3.2,21.84
317,Tiny High Quality Red Tablets,Offices-R-Us,680,5440,2.5,1.5,2,374.64
318,High Quality Small Brown Stapler by WizBang,WizBang,10,128,4,2.4,3.2,88.26
319,Small High Quality Thumbtacks,6% Solution,620,2976,1.5,0.9,1.2,127.03
320,Generic Red Medium Paperclips by Deep Office Supplies,Deep Office Supplies,570,2736,1.5,0.9,1.2,47.32
321,Generic Medium Red Post It Notes,6% Solution,59,188.8,1,0.6,0.8,7.34
322,Generic White Small Tablets by WizBang,WizBang,850,8160,3,1.8,2.4,576.59
323,High Quality Large Blue Ink Pens,6% Solution,650,7280,3.5,2.1,2.8,262.43
324,Generic Pink Small Paperweights,Offices-R-Us,10,112,3.5,2.1,2.8,36.44
325,High Quality Small Brown Ink Pens,6% Solution,950,7600,2.5,1.5,2,312.37
326,Large White Tablets by WizBang,WizBang,720,9216,4,2.4,3.2,562.57
327,Medium High Quality Ink Pens,Offices-R-Us,1000,9600,3,1.8,2.4,354.37
328,Tiny Generic Paperweights,Offices-R-Us,7,67.2,3,1.8,2.4,22.74
329,Duck Lake Generic Small Paperclips,Duck Lake,450,1440,1,0.6,0.8,127.32
330,Generic White Tiny Pencils by WizBang,WizBang,110,528,1.5,0.9,1.2,40.86
331,Small Generic Pink Ink Pens by WizBang,WizBang,600,4800,2.5,1.5,2,269.36
332,Duck Lake High Quality Tiny White Post It Notes,Duck Lake,71,113.6,0.5,0.3,0.4,24.85
333,Brown Large Paperclips,6% Solution,990,6336,2,1.2,1.6,192.62
334,Duck Lake Tiny Generic White Ink Pens,Duck Lake,910,5824,2,1.2,1.6,303.31
335,Large White Tablets by WizBang,WizBang,730,9344,4,2.4,3.2,568.08
336,Duck Lake Medium Red Generic Paperweights,Duck Lake,8,102.4,4,2.4,3.2,26.83
337,Duck Lake Medium Generic White Thumbtacks,Duck Lake,650,4160,2,1.2,1.6,177.22
338,Tiny High Quality Red Paperweights by Deep Office Supplies,Deep Office Supplies,10,96,3,1.8,2.4,31.82
339,Duck Lake Pink Medium High Quality Paperclips,Duck Lake,240,1152,1.5,0.9,1.2,100.57
340,Blue Generic Tiny Thumbtacks by Deep Office Supplies,Deep Office Supplies,530,1696,1,0.6,0.8,54.1
341,Red Generic Thumbtacks by Deep Office Supplies,Deep Office Supplies,860,6880,2.5,1.5,2,104.28
342,Medium Black Generic Paperclips by WizBang,WizBang,750,3600,1.5,0.9,1.2,158.99
343,Black Large Post It Notes by WizBang,WizBang,2,9.6,1.5,0.9,1.2,1.51
344,Pink Medium Post It Notes by WizBang,WizBang,33,105.6,1,0.6,0.8,17.38
345,Large Black Generic Paperclips,6% Solution,210,1344,2,1.2,1.6,71.05
346,Pink Generic Tiny Post It Notes by Deep Office Supplies,Deep Office Supplies,72,115.2,0.5,0.3,0.4,25.14
347,Small Blue Ink Pens,Offices-R-Us,620,4960,2.5,1.5,2,187.26
348,Blue High Quality Pencils by Deep Office Supplies,Deep Office Supplies,560,5376,3,1.8,2.4,164.68
349,Duck Lake High Quality Small Pink Paperclips,Duck Lake,420,1344,1,0.6,0.8,137.57
350,Medium Brown Paperweights by WizBang,WizBang,10,128,4,2.4,3.2,35.67
351,Generic Blue Tiny Ink Pens by Deep Office Supplies,Deep Office Supplies,940,6016,2,1.2,1.6,221.17
352,Duck Lake Red Generic Medium Tablets,Duck Lake,780,8736,3.5,2.1,2.8,438.84
353,Duck Lake Blue Generic Large Post It Notes,Duck Lake,62,297.6,1.5,0.9,1.2,18.57
354,Brown Small Generic Ink Pens by Deep Office Supplies,Deep Office Supplies,390,3120,2.5,1.5,2,148.82
355,Red Large Thumbtacks,6% Solution,430,3440,2.5,1.5,2,80.21
356,High Quality White Small Paperclips by Deep Office Supplies,Deep Office Supplies,940,3008,1,0.6,0.8,215.6
357,Generic Green Large Tablets by Deep Office Supplies,Deep Office Supplies,230,2944,4,2.4,3.2,197.69
358,Tiny Pink Post It Notes,Offices-R-Us,26,41.6,0.5,0.3,0.4,12.45
359,High Quality Brown Large Paperweights,Offices-R-Us,10,144,4.5,2.7,3.6,36.44
360,High Quality Pink Small Stapler,Offices-R-Us,1,12.8,4,2.4,3.2,11.77
361,Green Generic Small Thumbtacks,6% Solution,270,1296,1.5,0.9,1.2,32.55
362,White High Quality Stapler by Deep Office Supplies,Deep Office Supplies,4,57.6,4.5,2.7,3.6,40.54
363,High Quality White Tiny Thumbtacks,Offices-R-Us,720,2304,1,0.6,0.8,165.98
364,Duck Lake Red Medium Generic Post It Notes,Duck Lake,2,6.4,1,0.6,0.8,0.39
365,Generic Green Small Paperweights by WizBang,WizBang,8,89.6,3.5,2.1,2.8,26.83
366,Red High Quality Paperclips by WizBang,WizBang,390,1872,1.5,0.9,1.2,51.47
367,Pink Medium Generic Stapler,Offices-R-Us,4,57.6,4.5,2.7,3.6,40.54
368,High Quality Red Thumbtacks by Deep Office Supplies,Deep Office Supplies,580,4640,2.5,1.5,2,99.96
369,Duck Lake High Quality Tiny Blue Ink Pens,Duck Lake,830,5312,2,1.2,1.6,230.21
370,Brown Tiny Generic Thumbtacks,Offices-R-Us,220,704,1,0.6,0.8,37.89
371,Duck Lake High Quality Tiny Green Ink Pens,Duck Lake,1000,6400,2,1.2,1.6,230.68
372,Duck Lake Tiny Green High Quality Pencils,Duck Lake,330,1584,1.5,0.9,1.2,55.57
373,Generic Tiny Blue Post It Notes by WizBang,WizBang,80,128,0.5,0.3,0.4,9.44
374,Medium Brown High Quality Paperclips,Offices-R-Us,190,912,1.5,0.9,1.2,56.64
375,Generic Medium Black Post It Notes by Deep Office Supplies,Deep Office Supplies,10,32,1,0.6,0.8,4.7
376,Generic Small Pink Post It Notes,Offices-R-Us,67,107.2,0.5,0.3,0.4,27.57
377,High Quality Medium Red Tablets,6% Solution,240,2688,3.5,2.1,2.8,193.52
378,Small High Quality Brown Ink Pens,6% Solution,930,7440,2.5,1.5,2,307.86
379,Duck Lake Small Green Generic Tablets,Duck Lake,620,5952,3,1.8,2.4,372.79
380,Generic Green Tiny Tablets,Offices-R-Us,1000,8000,2.5,1.5,2,489.85
381,Generic Black Paperweights by Deep Office Supplies,Deep Office Supplies,4,51.2,4,2.4,3.2,15.97
382,White High Quality Small Paperweights,Offices-R-Us,10,112,3.5,2.1,2.8,36.44
383,Brown Generic Small Pencils by Deep Office Supplies,Deep Office Supplies,370,2368,2,1.2,1.6,90.85
384,White High Quality Ink Pens,Offices-R-Us,970,9312,3,1.8,2.4,407.7
385,High Quality Brown Large Ink Pens by WizBang,WizBang,250,2800,3.5,2.1,2.8,139.5
386,Duck Lake Tiny Generic Red Ink Pens,Duck Lake,270,1728,2,1.2,1.6,64.89
387,Small Generic Green Pencils,6% Solution,270,1728,2,1.2,1.6,47.64
388,Duck Lake Small Generic Red Paperclips,Duck Lake,500,1600,1,0.6,0.8,24.07
389,Large Blue Generic Stapler by WizBang,WizBang,6,96,5,3,4,56.47
390,High Quality Small Red Ink Pens,Offices-R-Us,960,7680,2.5,1.5,2,224.37
391,Generic Large Red Ink Pens by Deep Office Supplies,Deep Office Supplies,450,5040,3.5,2.1,2.8,148.12
392,Generic Small White Pencils by WizBang,WizBang,510,3264,2,1.2,1.6,153.8
393,Black Medium Generic Tablets by WizBang,WizBang,510,5712,3.5,2.1,2.8,400.25
394,Tiny White Post It Notes by WizBang,WizBang,94,150.4,0.5,0.3,0.4,31.29
395,Small Red Generic Thumbtacks by Deep Office Supplies,Deep Office Supplies,620,2976,1.5,0.9,1.2,38.49
396,Duck Lake Large Blue High Quality Pencils,Duck Lake,670,6432,3,1.8,2.4,187.41
397,High Quality Brown Tiny Stapler,6% Solution,2,22.4,3.5,2.1,2.8,21.16
398,Small Red High Quality Thumbtacks,6% Solution,580,2784,1.5,0.9,1.2,57.78
399,Medium Black Ink Pens,Offices-R-Us,480,4608,3,1.8,2.4,210.47
400,High Quality Black Small Paperclips,6% Solution,390,1248,1,0.6,0.8,98.67
401,Generic White Small Post It Notes by Deep Office Supplies,Deep Office Supplies,79,126.4,0.5,0.3,0.4,27.13
402,High Quality Medium Pencils,6% Solution,130,1040,2.5,1.5,2,66.78
403,High Quality Tiny White Paperweights by WizBang,WizBang,1,9.6,3,1.8,2.4,4.63
404,Generic Brown Post It Notes by WizBang,WizBang,29,92.8,1,0.6,0.8,9.81
405,Generic Medium Black Post It Notes by Deep Office Supplies,Deep Office Supplies,66,211.2,1,0.6,0.8,23.39
406,Pink Small High Quality Thumbtacks by Deep Office Supplies,Deep Office Supplies,890,4272,1.5,0.9,1.2,249.57
407,Green Generic Small Paperclips by WizBang,WizBang,600,1920,1,0.6,0.8,49.11
408,Duck Lake Small Blue High Quality Pencils,Duck Lake,150,960,2,1.2,1.6,44.97
409,Small High Quality Green Pencils by WizBang,WizBang,260,1664,2,1.2,1.6,57.81
410,High Quality Large Pink Paperclips,Offices-R-Us,200,1280,2,1.2,1.6,96.59
411,Small Generic Brown Ink Pens,Offices-R-Us,940,7520,2.5,1.5,2,280.47
412,Red Tiny Thumbtacks,6% Solution,350,1120,1,0.6,0.8,25.21
413,Pink Tiny High Quality Ink Pens by WizBang,WizBang,1000,6400,2,1.2,1.6,385.29
414,Small High Quality Red Pencils,6% Solution,100,640,2,1.2,1.6,21.63
415,Pink Tiny Generic Tablets by WizBang,WizBang,220,1760,2.5,1.5,2,211.21
416,Duck Lake Green Generic Paperweights,Duck Lake,3,43.2,4.5,2.7,3.6,11.84
417,Brown Generic Tablets,Offices-R-Us,160,2048,4,2.4,3.2,164.22
418,Pink Small Thumbtacks,6% Solution,860,4128,1.5,0.9,1.2,243.73
419,Generic Small Thumbtacks,Offices-R-Us,630,3024,1.5,0.9,1.2,38.94
420,Duck Lake High Quality Small Red Paperclips,Duck Lake,740,2368,1,0.6,0.8,57.05
421,Duck Lake Generic White Large Pencils,Duck Lake,650,6240,3,1.8,2.4,229.19
422,High Quality Blue Paperweights,6% Solution,3,43.2,4.5,2.7,3.6,12.38
423,High Quality Black Tiny Paperclips by Deep Office Supplies,Deep Office Supplies,670,1072,0.5,0.3,0.4,123.37
424,High Quality Pink Post It Notes,6% Solution,22,35.2,0.5,0.3,0.4,12.31
425,Large Red Post It Notes,6% Solution,30,144,1.5,0.9,1.2,8.12
426,Medium Red Stapler,6% Solution,2,28.8,4.5,2.7,3.6,20.97
427,Red Small Generic Pencils,Offices-R-Us,540,3456,2,1.2,1.6,60.25
428,High Quality Large Pink Paperclips,Offices-R-Us,930,5952,2,1.2,1.6,302.33
429,High Quality Tiny Tablets,Offices-R-Us,870,6960,2.5,1.5,2,473.48
430,Medium High Quality Stapler,Offices-R-Us,8,115.2,4.5,2.7,3.6,73.29
431,Blue Generic Large Ink Pens,Offices-R-Us,550,6160,3.5,2.1,2.8,212.29
432,Duck Lake Brown High Quality Post It Notes,Duck Lake,84,268.8,1,0.6,0.8,28.54
433,High Quality Green Medium Paperweights,6% Solution,7,89.6,4,2.4,3.2,25
434,White Generic Stapler by WizBang,WizBang,9,144,5,3,4,82.63
435,Duck Lake Blue Small Generic Paperweights,Duck Lake,4,44.8,3.5,2.1,2.8,14.93
436,Generic Black Large Tablets,6% Solution,690,8832,4,2.4,3.2,521.94
437,Brown Generic Small Stapler by WizBang,WizBang,9,115.2,4,2.4,3.2,79.82
438,Small Blue Paperclips,6% Solution,720,2304,1,0.6,0.8,105.21
439,Green Generic Large Pencils by Deep Office Supplies,Deep Office Supplies,830,7968,3,1.8,2.4,163.51
440,Blue Large Generic Post It Notes,Offices-R-Us,66,316.8,1.5,0.9,1.2,19.56
441,Pink Generic Small Stapler by WizBang,WizBang,3,38.4,4,2.4,3.2,31.15
442,Tiny Generic Pink Tablets by Deep Office Supplies,Deep Office Supplies,430,3440,2.5,1.5,2,352.75
443,Duck Lake Generic White Tablets,Duck Lake,400,5120,4,2.4,3.2,366.24
444,Duck Lake Red Medium Paperweights,Duck Lake,7,89.6,4,2.4,3.2,24.44
445,Duck Lake Green Tiny Tablets,Duck Lake,320,2560,2.5,1.5,2,214.51
446,Generic White Ink Pens by WizBang,WizBang,950,10640,3.5,2.1,2.8,401.96
447,Duck Lake Small White Post It Notes,Duck Lake,17,27.2,0.5,0.3,0.4,8.65
448,Tiny High Quality Red Stapler,6% Solution,5,56,3.5,2.1,2.8,46.43
449,Large Green Paperweights by WizBang,WizBang,9,129.6,4.5,2.7,3.6,31.84
450,Duck Lake Blue High Quality Large Tablets,Duck Lake,270,3456,4,2.4,3.2,247.68
451,White Tiny High Quality Ink Pens,Offices-R-Us,710,4544,2,1.2,1.6,279.47
452,Duck Lake Generic Small White Post It Notes,Duck Lake,73,116.8,0.5,0.3,0.4,25.42
453,Small High Quality Red Pencils,Offices-R-Us,210,1344,2,1.2,1.6,39.17
454,High Quality Large Post It Notes,Offices-R-Us,32,153.6,1.5,0.9,1.2,21.12
455,Large Blue Paperweights by WizBang,WizBang,2,28.8,4.5,2.7,3.6,8.63
456,Green Generic Medium Pencils by WizBang,WizBang,680,5440,2.5,1.5,2,118.45
457,Tiny Black High Quality Ink Pens,Offices-R-Us,830,5312,2,1.2,1.6,284.63
458,Blue Small Paperweights,6% Solution,5,56,3.5,2.1,2.8,18.6
459,High Quality Large Post It Notes,6% Solution,44,211.2,1.5,0.9,1.2,16.68
460,Black High Quality Tablets,6% Solution,760,6080,2.5,1.5,2,507.68
461,Brown Generic Medium Tablets by Deep Office Supplies,Deep Office Supplies,280,3136,3.5,2.1,2.8,242.51
462,Large Brown Stapler,Offices-R-Us,10,160,5,3,4,89.03
463,Generic Pink Small Paperclips,6% Solution,710,2272,1,0.6,0.8,177.34
464,Generic Brown Tiny Thumbtacks by Deep Office Supplies,Deep Office Supplies,220,704,1,0.6,0.8,37.89
465,Generic Black Small Ink Pens,6% Solution,900,7200,2.5,1.5,2,301.02
466,Duck Lake Tiny Red Generic Tablets,Duck Lake,240,1920,2.5,1.5,2,160.98
467,Blue Small Generic Pencils,6% Solution,610,3904,2,1.2,1.6,109.58
468,Blue High Quality Large Paperweights by WizBang,WizBang,5,72,4.5,2.7,3.6,19.44
469,Brown Generic Large Post It Notes,6% Solution,42,201.6,1.5,0.9,1.2,16.04
470,Duck Lake Green Small Generic Paperclips,Duck Lake,860,2752,1,0.6,0.8,63.36
471,Brown Small Generic Thumbtacks,6% Solution,820,3936,1.5,0.9,1.2,127.87
472,Tiny High Quality White Pencils,Offices-R-Us,610,2928,1.5,0.9,1.2,175.21
473,Blue Large High Quality Ink Pens,Offices-R-Us,180,2016,3.5,2.1,2.8,99.16
474,High Quality Tiny Black Tablets by Deep Office Supplies,Deep Office Supplies,500,4000,2.5,1.5,2,375.54
475,Duck Lake Generic Black Paperclips,Duck Lake,570,912,0.5,0.3,0.4,88.98
476,Blue Medium Generic Ink Pens,Offices-R-Us,660,6336,3,1.8,2.4,219.01
477,Duck Lake Green Small High Quality Thumbtacks,Duck Lake,710,3408,1.5,0.9,1.2,91.18
478,Tiny High Quality Red Ink Pens,Offices-R-Us,390,2496,2,1.2,1.6,101.63
479,Generic Black Tiny Paperweights by Deep Office Supplies,Deep Office Supplies,2,19.2,3,1.8,2.4,8.25
480,Large Generic Red Thumbtacks by Deep Office Supplies,Deep Office Supplies,620,4960,2.5,1.5,2,82.76
481,Generic Small Tablets by WizBang,WizBang,500,4800,3,1.8,2.4,394.46
482,Medium Brown High Quality Paperclips,6% Solution,170,816,1.5,0.9,1.2,51.86
483,Large Generic Black Thumbtacks,6% Solution,310,2480,2.5,1.5,2,102.28
484,High Quality White Tiny Ink Pens by WizBang,WizBang,900,5760,2,1.2,1.6,329.8
485,Pink Large Generic Thumbtacks by Deep Office Supplies,Deep Office Supplies,840,6720,2.5,1.5,2,267.23
486,Brown Tiny Tablets,6% Solution,850,6800,2.5,1.5,2,493.59
487,Green Large High Quality Tablets by WizBang,WizBang,680,8704,4,2.4,3.2,469.24
488,High Quality Small Post It Notes,Offices-R-Us,38,60.8,0.5,0.3,0.4,9.91
489,Duck Lake High Quality White Medium Paperclips,Duck Lake,130,624,1.5,0.9,1.2,55.19
490,High Quality Red Medium Pencils,Offices-R-Us,190,1520,2.5,1.5,2,45.23
491,Blue High Quality Paperweights by Deep Office Supplies,Deep Office Supplies,8,115.2,4.5,2.7,3.6,29.36
492,Duck Lake Tiny Black High Quality Paperweights,Duck Lake,9,86.4,3,1.8,2.4,31.84
493,Duck Lake Blue Tiny Thumbtacks,Duck Lake,230,736,1,0.6,0.8,39.23
494,White Medium Generic Ink Pens,Offices-R-Us,870,8352,3,1.8,2.4,350.3
495,Medium Red High Quality Paperclips,6% Solution,880,4224,1.5,0.9,1.2,92.71
496,High Quality Large Post It Notes,6% Solution,98,470.4,1.5,0.9,1.2,53.6
497,Red Tiny Stapler,Offices-R-Us,1,11.2,3.5,2.1,2.8,11.07
498,High Quality Small Brown Stapler,Offices-R-Us,9,115.2,4,2.4,3.2,80.52
499,High Quality Small Red Pencils,6% Solution,640,4096,2,1.2,1.6,90.78
500,Duck Lake Tiny High Quality Black Ink Pens,Duck Lake,140,896,2,1.2,1.6,74.07
501,Duck Lake Pink Large High Quality Pencils,Duck Lake,210,2016,3,1.8,2.4,117.34
502,High Quality Black Stapler by WizBang,WizBang,8,115.2,4.5,2.7,3.6,73.92
503,High Quality Green Paperweights,Offices-R-Us,1,9.6,3,1.8,2.4,4.23
504,Tiny High Quality Thumbtacks,6% Solution,710,2272,1,0.6,0.8,66.79
505,Tiny Blue Generic Paperclips,Offices-R-Us,770,1232,0.5,0.3,0.4,58.66
506,Tiny High Quality Blue Pencils by Deep Office Supplies,Deep Office Supplies,770,3696,1.5,0.9,1.2,129.33
507,Small High Quality Post It Notes,6% Solution,97,155.2,0.5,0.3,0.4,32.1
508,Generic Blue Large Paperclips by Deep Office Supplies,Deep Office Supplies,420,2688,2,1.2,1.6,87.68
509,Generic Medium Red Pencils by WizBang,WizBang,1000,8000,2.5,1.5,2,123.95
510,Red Medium Generic Stapler,6% Solution,7,100.8,4.5,2.7,3.6,62.95
511,White Tiny Generic Paperweights by Deep Office Supplies,Deep Office Supplies,6,57.6,3,1.8,2.4,22.33
512,White Large High Quality Pencils,Offices-R-Us,870,8352,3,1.8,2.4,309.5
513,Duck Lake High Quality Blue Medium Paperweights,Duck Lake,4,51.2,4,2.4,3.2,15.62
514,Tiny High Quality Post It Notes by Deep Office Supplies,Deep Office Supplies,91,145.6,0.5,0.3,0.4,10.49
515,Generic White Tablets,Offices-R-Us,670,8576,4,2.4,3.2,534.52
516,Tiny Generic White Post It Notes,6% Solution,72,115.2,0.5,0.3,0.4,21.02
517,Brown High Quality Large Tablets by Deep Office Supplies,Deep Office Supplies,480,6144,4,2.4,3.2,401.13
518,Duck Lake Medium High Quality Blue Stapler,Duck Lake,10,144,4.5,2.7,3.6,88.26
519,Generic Small Pencils by Deep Office Supplies,Deep Office Supplies,780,4992,2,1.2,1.6,182.63
520,High Quality Tiny Red Stapler by WizBang,WizBang,3,33.6,3.5,2.1,2.8,29.55
521,High Quality Pink Medium Thumbtacks,Offices-R-Us,250,1600,2,1.2,1.6,109.04
522,High Quality Large Green Paperweights by WizBang,WizBang,5,72,4.5,2.7,3.6,19.02
523,Green High Quality Medium Stapler,Offices-R-Us,9,129.6,4.5,2.7,3.6,79.82
524,Brown Tiny Thumbtacks,6% Solution,550,1760,1,0.6,0.8,75.88
525,Duck Lake High Quality Medium Blue Ink Pens,Duck Lake,480,4608,3,1.8,2.4,192.1
526,Duck Lake White Large Ink Pens,Duck Lake,820,9184,3.5,2.1,2.8,363.2
527,Duck Lake High Quality Pink Stapler,Duck Lake,4,44.8,3.5,2.1,2.8,40.2
528,Large Generic White Tablets by WizBang,WizBang,380,4864,4,2.4,3.2,352.38
529,Generic Medium Pink Pencils by Deep Office Supplies,Deep Office Supplies,430,3440,2.5,1.5,2,169.4
530,Duck Lake Generic Medium Ink Pens,Duck Lake,560,5376,3,1.8,2.4,276.78
531,Blue High Quality Large Paperweights,6% Solution,1,14.4,4.5,2.7,3.6,4.63
532,High Quality Medium Paperclips,6% Solution,840,4032,1.5,0.9,1.2,172.1
533,Large Black Paperweights,Offices-R-Us,9,129.6,4.5,2.7,3.6,33.95
534,Tiny Brown Tablets,6% Solution,290,2320,2.5,1.5,2,224.04
535,Red Tiny Generic Pencils,6% Solution,180,864,1.5,0.9,1.2,17.38
536,Small High Quality Red Ink Pens by WizBang,WizBang,380,3040,2.5,1.5,2,115.09
537,Medium Blue High Quality Tablets,Offices-R-Us,680,7616,3.5,2.1,2.8,469.24
538,Duck Lake Tiny High Quality Pink Post It Notes,Duck Lake,61,97.6,0.5,0.3,0.4,25.51
539,Pink Tiny Generic Stapler,Offices-R-Us,2,22.4,3.5,2.1,2.8,21.53
540,Duck Lake High Quality Small Tablets,Duck Lake,320,3072,3,1.8,2.4,295.76
541,Tiny Red Generic Thumbtacks,6% Solution,820,2624,1,0.6,0.8,19.94
542,Medium Red High Quality Paperweights,6% Solution,7,89.6,4,2.4,3.2,24.44
543,Brown Medium High Quality Thumbtacks,Offices-R-Us,930,5952,2,1.2,1.6,198.34
544,High Quality Blue Pencils by Deep Office Supplies,Deep Office Supplies,980,9408,3,1.8,2.4,244.28
545,Black Medium Generic Pencils by Deep Office Supplies,Deep Office Supplies,780,6240,2.5,1.5,2,208.68
546,Green Tiny Generic Pencils by Deep Office Supplies,Deep Office Supplies,240,1152,1.5,0.9,1.2,32.63
547,Brown Large Generic Paperweights,Offices-R-Us,5,72,4.5,2.7,3.6,19.44
548,Large White High Quality Stapler,6% Solution,8,128,5,3,4,75.19
549,Duck Lake Large Black Generic Thumbtacks,Duck Lake,500,4000,2.5,1.5,2,146.47
550,Black Tiny Generic Ink Pens,6% Solution,200,1280,2,1.2,1.6,88.95
551,Red High Quality Paperweights,6% Solution,3,43.2,4.5,2.7,3.6,11.84
552,Generic Small Brown Paperclips,Offices-R-Us,670,2144,1,0.6,0.8,99.97
553,Generic Red Tablets by Deep Office Supplies,Deep Office Supplies,610,4880,2.5,1.5,2,324.7
554,High Quality Red Medium Pencils,Offices-R-Us,770,6160,2.5,1.5,2,129.33
555,Red Large Post It Notes,Offices-R-Us,36,172.8,1.5,0.9,1.2,9.47
